Key,Serie,Episode,Path,From_Sec,To_Sec,Duration,Pausa1,Pausa2,Played,EpisodesPerShow
K1068,Tintin,15 La Oreja Rota Parte 1,P:/TVBoomerang/Series/Tintin/15 La Oreja Rota Parte 1.mp4,0,1398,1398,715.1,0,N,1
K1069,Tintin,16 La Oreja Rota Parte 2,P:/TVBoomerang/Series/Tintin/16 La Oreja Rota Parte 2.mp4,0,1398,1398,762.14,0,N,1
K1070,Tintin,17 El Cetro de Ottokar Parte 1,P:/TVBoomerang/Series/Tintin/17 El Cetro de Ottokar Parte 1.mp4,0,1399,1399,691.95,0,N,1
K1071,Tintin,18 El Cetro de Ottokar Parte 2,P:/TVBoomerang/Series/Tintin/18 El Cetro de Ottokar Parte 2.mp4,0,1399,1399,688.56,0,N,1
K1072,Tintin,19 Tintin en el Tibet Parte 1,P:/TVBoomerang/Series/Tintin/19 Tintin en el Tibet Parte 1.mp4,0,1398,1398,706.23,0,N,1
K1073,Tintin,20 Tintin en el Tibet Parte 2,P:/TVBoomerang/Series/Tintin/20 Tintin en el Tibet Parte 2.mp4,0,1398,1398,634.91,0,N,1
K1074,Tintin,21 Tintin y los Pícaros Parte 1,P:/TVBoomerang/Series/Tintin/21 Tintin y los Pícaros Parte 1.mp4,0,1399,1399,754.34,0,N,1
K1075,Tintin,22 Tintin y los Pícaros Parte 2,P:/TVBoomerang/Series/Tintin/22 Tintin y los Pícaros Parte 2.mp4,0,1399,1399,753.73,0,N,1
K1076,Tintin,23 El Oro Negro Parte 1,P:/TVBoomerang/Series/Tintin/23 El Oro Negro Parte 1.mp4,0,1398,1398,587.79,0,N,1
K1077,Tintin,24 El Oro Negro Parte 2,P:/TVBoomerang/Series/Tintin/24 El Oro Negro Parte 2.mp4,0,1398,1398,800.9,0,N,1
K1078,Tintin,25 Vuelo 714 Parte 1,P:/TVBoomerang/Series/Tintin/25 Vuelo 714 Parte 1.mp4,0,1399,1399,646.34,0,N,1
K1079,Tintin,26 Vuelo 714 Parte 2,P:/TVBoomerang/Series/Tintin/26 Vuelo 714 Parte 2.mp4,0,1398,1398,735.04,0,N,1
K1080,Tintin,27 Los tiburones del Mar Rojo Parte 1,P:/TVBoomerang/Series/Tintin/27 Los tiburones del Mar Rojo Parte 1.mp4,0,1398,1398,755.15,0,N,1
K1081,Tintin,28 Los tiburones del Mar Rojo Parte 2,P:/TVBoomerang/Series/Tintin/28 Los tiburones del Mar Rojo Parte 2.mp4,0,1398,1398,754.65,0,N,1
K1082,Tintin,29 Las Siete Bolas de Cristal Parte 1,P:/TVBoomerang/Series/Tintin/29 Las Siete Bolas de Cristal Parte 1.mp4,0,1398,1398,747.04,0,N,1
K1083,Tintin,30 Las Siete Bolas de Cristal Parte 2,P:/TVBoomerang/Series/Tintin/30 Las Siete Bolas de Cristal Parte 2.mp4,0,1399,1399,801.17,0,N,1
K1084,Tintin,31 El Templo del Sol Parte 1,P:/TVBoomerang/Series/Tintin/31 El Templo del Sol Parte 1.mp4,0,1399,1399,704.47,0,N,1
K1085,Tintin,32 El Templo del Sol Parte 2,P:/TVBoomerang/Series/Tintin/32 El Templo del Sol Parte 2.mp4,0,1399,1399,723.61,0,N,1
K1086,Tintin,33 Las joyas de Castafiore Parte 1,P:/TVBoomerang/Series/Tintin/33 Las joyas de Castafiore Parte 1.mp4,0,1398,1398,673.55,0,N,1
K1087,Tintin,34 Las Joyas de Castiafore Parte 2,P:/TVBoomerang/Series/Tintin/34 Las Joyas de Castiafore Parte 2.mp4,0,1399,1399,662.69,0,N,1
K1088,Tintin,35 Destino La Luna Parte 1,P:/TVBoomerang/Series/Tintin/35 Destino La Luna Parte 1.mp4,0,1398,1398,747.24,0,N,1
K1089,Tintin,36 Destino La Luna Parte 2,P:/TVBoomerang/Series/Tintin/36 Destino La Luna Parte 2.mp4,0,1398,1398,781.88,0,N,1
K1090,Tintin,37 Aterrizaje en la Luna Parte 1,P:/TVBoomerang/Series/Tintin/37 Aterrizaje en la Luna Parte 1.mp4,0,1397,1397,696.06,0,N,1
K1091,Tintin,38 Aterrizaje en la Luna Parte 2,P:/TVBoomerang/Series/Tintin/38 Aterrizaje en la Luna Parte 2.mp4,0,1398,1398,698.89,0,N,1
K1092,Tintin,39 Tintin En America,P:/TVBoomerang/Series/Tintin/39 Tintin En America.mp4,0,1392,1392,696.83,0,N,1
K1093,Tiny Toons,01 El comienzo de Tiny Toons1,P:/TVBoomerang/Series/Tiny Toons/01 El comienzo de Tiny Toons1.mp4,0,1387,1387,512.74,953.1,N,1
K1094,Tiny Toons,02 Un pato en dos patos,P:/TVBoomerang/Series/Tiny Toons/02 Un pato en dos patos.mp4,0,1308,1308,434.07,784.41,N,1
K1095,Tiny Toons,03 Diabluras de cachorro,P:/TVBoomerang/Series/Tiny Toons/03 Diabluras de cachorro.mp4,0,1306,1306,546.71,886.57,N,1
K1096,Tiny Toons,04 Nunca es tarde para aprender,P:/TVBoomerang/Series/Tiny Toons/04 Nunca es tarde para aprender.mp4,0,1306,1306,450,871.57,N,1
K1097,Tiny Toons,05 El conejo musculoso,P:/TVBoomerang/Series/Tiny Toons/05 El conejo musculoso.mp4,0,1308,1308,492.82,833.33,N,1
K1098,Tiny Toons,06 Locolandia,P:/TVBoomerang/Series/Tiny Toons/06 Locolandia.mp4,0,1303,1303,492.59,912.16,N,1
K1099,Tiny Toons,07 Plucky en Hollywood,P:/TVBoomerang/Series/Tiny Toons/07 Plucky en Hollywood.mp4,0,1309,1309,464.6,897.98,N,1
K1100,Tiny Toons,08 Viaje a centro de Ciudad Acme,P:/TVBoomerang/Series/Tiny Toons/08 Viaje a centro de Ciudad Acme.mp4,0,1307,1307,469.63,872.32,N,1
K1101,Tiny Toons,09 Atrapen a ese conejo,P:/TVBoomerang/Series/Tiny Toons/09 Atrapen a ese conejo.mp4,0,1304,1304,440.88,829.31,N,1
K1102,Tiny Toons,10 El destructor de casas,P:/TVBoomerang/Series/Tiny Toons/10 El destructor de casas.mp4,0,1305,1305,447.8,863.58,N,1
K1103,Tiny Toons,11 El travieso huerfano,P:/TVBoomerang/Series/Tiny Toons/11 El travieso huerfano.mp4,0,1308,1308,466.18,899.44,N,1
K1104,Tiny Toons,12 El gato con pulgas,P:/TVBoomerang/Series/Tiny Toons/12 El gato con pulgas.mp4,0,1306,1306,432.99,958.96,N,1
K1105,Tiny Toons,13 El caso Max,P:/TVBoomerang/Series/Tiny Toons/13 El caso Max.mp4,0,1306,1306,464.46,810.44,N,1
K1106,Tiny Toons,14 Mision imposible,P:/TVBoomerang/Series/Tiny Toons/14 Mision imposible.mp4,0,1306,1306,584.98,911.43,N,1
K1107,Tiny Toons,15 Un gatito sin hogar,P:/TVBoomerang/Series/Tiny Toons/15 Un gatito sin hogar.mp4,0,1302,1302,475.11,821.52,N,1
K1108,Tiny Toons,16 El lado obscuro de Ciudad Acme,P:/TVBoomerang/Series/Tiny Toons/16 El lado obscuro de Ciudad Acme.mp4,0,1310,1310,607.14,879.33,N,1
K1109,Tiny Toons,17 La vida en los 90,P:/TVBoomerang/Series/Tiny Toons/17 La vida en los 90.mp4,0,1309,1309,462.76,850.88,N,1
K1110,Tiny Toons,18 La mascota de Buster,P:/TVBoomerang/Series/Tiny Toons/18 La mascota de Buster.mp4,0,1307,1307,428.88,854.84,N,1
K1111,Tiny Toons,19 No le prometas nada,P:/TVBoomerang/Series/Tiny Toons/19 No le prometas nada.mp4,0,1307,1307,431.26,881.07,N,1
K1112,Tiny Toons,20 Mi mascota favorita,P:/TVBoomerang/Series/Tiny Toons/20 Mi mascota favorita.mp4,0,1310,1310,493.51,863.02,N,1
K1113,Tiny Toons,21 Super Bubsy,P:/TVBoomerang/Series/Tiny Toons/21 Super Bubsy.mp4,0,1301,1301,512.05,839.38,N,1
K1114,Tiny Toons,22 Dia del televidente,P:/TVBoomerang/Series/Tiny Toons/22 Dia del televidente.mp4,0,1304,1304,546.09,852.39,N,1
K1115,Tiny Toons,23 La pandilla de Buster,P:/TVBoomerang/Series/Tiny Toons/23 La pandilla de Buster.mp4,0,1306,1306,469.35,861.37,N,1
K1116,Tiny Toons,24 El pato inmigrante,P:/TVBoomerang/Series/Tiny Toons/24 El pato inmigrante.mp4,0,1307,1307,576.87,925.8,N,1
K1117,Tiny Toons,25 Buster y el lobo feroz,P:/TVBoomerang/Series/Tiny Toons/25 Buster y el lobo feroz.mp4,0,1307,1307,524.23,971.79,N,1
K1118,Tiny Toons,26 Tu lo pediste Parte II,P:/TVBoomerang/Series/Tiny Toons/26 Tu lo pediste Parte II.mp4,0,1304,1304,460.97,900.95,N,1
K1119,Tiny Toons,27 Europa en 30 Minutos,P:/TVBoomerang/Series/Tiny Toons/27 Europa en 30 Minutos.mp4,0,1303,1303,473.64,891.85,N,1
K1120,Tiny Toons,28 El mundo del deporte Wacko,P:/TVBoomerang/Series/Tiny Toons/28 El mundo del deporte Wacko.mp4,0,1306,1306,486.37,788.69,N,1
K1121,Tiny Toons,29 Como se alquila a un amigo,P:/TVBoomerang/Series/Tiny Toons/29 Como se alquila a un amigo.mp4,0,1303,1303,526.76,866.16,N,1
K1122,Tiny Toons,30 El regreso de Honey,P:/TVBoomerang/Series/Tiny Toons/30 El regreso de Honey.mp4,0,1306,1306,467.09,909.81,N,1
K1123,Tiny Toons,31 El circo de silas,P:/TVBoomerang/Series/Tiny Toons/31 El circo de silas.mp4,0,1306,1306,386.97,748.55,N,1
K1124,Tiny Toons,32 Amores de locura,P:/TVBoomerang/Series/Tiny Toons/32 Amores de locura.mp4,0,1290,1290,609.76,907.53,N,1
K1125,Tiny Toons,33 Equilibrio mental,P:/TVBoomerang/Series/Tiny Toons/33 Equilibrio mental.mp4,0,1308,1308,474.65,864.74,N,1
K1126,Tiny Toons,34 Tortura para una tortuga,P:/TVBoomerang/Series/Tiny Toons/34 Tortura para una tortuga.mp4,0,1306,1306,545.51,923.24,N,1
K1127,Tiny Toons,35 La maquina del tiempo de Plucky,P:/TVBoomerang/Series/Tiny Toons/35 La maquina del tiempo de Plucky.mp4,0,1305,1305,407.34,800.14,N,1
K1128,Tiny Toons,36 Festival de animacion,P:/TVBoomerang/Series/Tiny Toons/36 Festival de animacion.mp4,0,1305,1305,469.28,787.38,N,1
K1129,Tiny Toons,37 Trabajos de medio tiempo,P:/TVBoomerang/Series/Tiny Toons/37 Trabajos de medio tiempo.mp4,0,1306,1306,462.68,874.13,N,1
K1130,Tiny Toons,38 Cuestion de apetito,P:/TVBoomerang/Series/Tiny Toons/38 Cuestion de apetito.mp4,0,1299,1299,485.59,845.3,N,1
K1131,Tiny Toons,39 El BatiPato,P:/TVBoomerang/Series/Tiny Toons/39 El BatiPato.mp4,0,1306,1306,512.91,717.5,N,1
K1132,Tiny Toons,40 El juego final,P:/TVBoomerang/Series/Tiny Toons/40 El juego final.mp4,0,1308,1308,490.52,937.84,N,1
K1133,Tiny Toons,41 Como hacer una cita,P:/TVBoomerang/Series/Tiny Toons/41 Como hacer una cita.mp4,0,1306,1306,468.06,835.19,N,1
K1134,Tiny Toons,42 Lecciones de un director,P:/TVBoomerang/Series/Tiny Toons/42 Lecciones de un director.mp4,0,1305,1305,564.07,853.76,N,1
K1135,Tiny Toons,43 Lo mejor del Pato Plucky,P:/TVBoomerang/Series/Tiny Toons/43 Lo mejor del Pato Plucky.mp4,0,1302,1302,453.66,873.51,N,1
K1136,Tiny Toons,44 Hamton el heroe,P:/TVBoomerang/Series/Tiny Toons/44 Hamton el heroe.mp4,0,1308,1308,433.6,862.17,N,1
K1137,Tiny Toons,45 Cuentos de ballena,P:/TVBoomerang/Series/Tiny Toons/45 Cuentos de ballena.mp4,0,1309,1309,432.76,709.84,N,1
K1138,Tiny Toons,46 El apuesto Dizzy,P:/TVBoomerang/Series/Tiny Toons/46 El apuesto Dizzy.mp4,0,1303,1303,390.88,690.25,N,1
K1139,Tiny Toons,47 Querida universidad Acme,P:/TVBoomerang/Series/Tiny Toons/47 Querida universidad Acme.mp4,0,1307,1307,568.88,892.57,N,1
K1140,Tiny Toons,48 Como ser popular,P:/TVBoomerang/Series/Tiny Toons/48 Como ser popular.mp4,0,1307,1307,389.58,920.07,N,1
K1141,Tiny Toons,49 Cuentos clasicos de Hadas,P:/TVBoomerang/Series/Tiny Toons/49 Cuentos clasicos de Hadas.mp4,0,1294,1294,424.37,646.34,N,1
K1142,Tiny Toons,50 Quien secuestro a Bugs Bunny,P:/TVBoomerang/Series/Tiny Toons/50 Quien secuestro a Bugs Bunny.mp4,0,1305,1305,432.37,854.38,N,1
K1143,Tiny Toons,51 Musica de television,P:/TVBoomerang/Series/Tiny Toons/51 Musica de television.mp4,0,1304,1304,400.25,812.39,N,1
K1144,Tiny Toons,52 Los niños de verdad no comen Brocoli,P:/TVBoomerang/Series/Tiny Toons/52 Los niños de verdad no comen Brocoli.mp4,0,1309,1309,389.57,762,N,1
K1145,Tiny Toons,53 Oh por el arte,P:/TVBoomerang/Series/Tiny Toons/53 Oh por el arte.mp4,0,1304,1304,416.44,892.66,N,1
K1146,Tiny Toons,54 Las aventuras de Robin Liebre,P:/TVBoomerang/Series/Tiny Toons/54 Las aventuras de Robin Liebre.mp4,0,1304,1304,467.94,888.34,N,1
K1147,Tiny Toons,55 Plucky o los irlandeses,P:/TVBoomerang/Series/Tiny Toons/55 Plucky o los irlandeses.mp4,0,1302,1302,503.87,886.98,N,1
K1148,Tiny Toons,56 El mundo del deporte Wacko 2,P:/TVBoomerang/Series/Tiny Toons/56 El mundo del deporte Wacko 2.mp4,0,1251,1251,471.4,888.26,N,1
K1149,Tiny Toons,57 No se aceptan devoluciones de basura,P:/TVBoomerang/Series/Tiny Toons/57 No se aceptan devoluciones de basura.mp4,0,1300,1300,443.05,903.18,N,1
K1150,Tiny Toons,58 Manual de Buster para holgazanear,P:/TVBoomerang/Series/Tiny Toons/58 Manual de Buster para holgazanear.mp4,0,1306,1306,382.6,868.91,N,1
K1151,Tiny Toons,59 La joyas reales,P:/TVBoomerang/Series/Tiny Toons/59 La joyas reales.mp4,0,1309,1309,431.58,752.37,N,1
K1152,Tiny Toons,60 Ese es mi papa,P:/TVBoomerang/Series/Tiny Toons/60 Ese es mi papa.mp4,0,1306,1306,443.37,825.61,N,1
K1153,Tiny Toons,61 Las Ratas,P:/TVBoomerang/Series/Tiny Toons/61 Las Ratas.mp4,0,1304,1304,622.34,1059.33,N,1
K1154,Tiny Toons,62 Apuesto a que arrojas la leche,P:/TVBoomerang/Series/Tiny Toons/62 Apuesto a que arrojas la leche.mp4,0,1305,1305,422.68,921.13,N,1
K1155,Tiny Toons,63 Ningun Toon es una isla,P:/TVBoomerang/Series/Tiny Toons/63 Ningun Toon es una isla.mp4,0,1298,1298,473.45,864.89,N,1
K1156,Tiny Toons,64 KAcme TV,P:/TVBoomerang/Series/Tiny Toons/64 KAcme TV.mp4,0,1305,1305,434.87,855.42,N,1
K1157,Tiny Toons,65 Al medio dia,P:/TVBoomerang/Series/Tiny Toons/65 Al medio dia.mp4,0,1300,1300,494.04,856.79,N,1
K1158,Tiny Toons,66 Nuestros queridos parientes,P:/TVBoomerang/Series/Tiny Toons/66 Nuestros queridos parientes.mp4,0,1313,1313,416.16,827.35,N,1
K1159,Tiny Toons,67 Cuando este ardiendo,P:/TVBoomerang/Series/Tiny Toons/67 Cuando este ardiendo.mp4,0,1309,1309,504,888.39,N,1
K1160,Tiny Toons,68 Porque Dizzy no puede leer,P:/TVBoomerang/Series/Tiny Toons/68 Porque Dizzy no puede leer.mp4,0,1308,1308,424.92,769.09,N,1
K1161,Tiny Toons,69 La fiesta de Hamton,P:/TVBoomerang/Series/Tiny Toons/69 La fiesta de Hamton.mp4,0,1303,1303,403.07,903.76,N,1
K1162,Tiny Toons,70 Feliz cumpleaños Hamton,P:/TVBoomerang/Series/Tiny Toons/70 Feliz cumpleaños Hamton.mp4,0,1306,1306,501.87,881.23,N,1
K1163,Tiny Toons,71 Erase una vez una estrella,P:/TVBoomerang/Series/Tiny Toons/71 Erase una vez una estrella.mp4,0,1309,1309,450.96,832.38,N,1
K1164,Tiny Toons,72 Television por cable Acme,P:/TVBoomerang/Series/Tiny Toons/72 Television por cable Acme.mp4,0,1311,1311,448.83,857.67,N,1
K1165,Tiny Toons,73 El heroe de la manteca,P:/TVBoomerang/Series/Tiny Toons/73 El heroe de la manteca.mp4,0,1311,1311,491.87,835.4,N,1
K1166,Tiny Toons,74 La gran oportunidad,P:/TVBoomerang/Series/Tiny Toons/74 La gran oportunidad.mp4,0,1310,1310,471.98,897.64,N,1
K1167,Tiny Toons,75 Mi cena con Elvira,P:/TVBoomerang/Series/Tiny Toons/75 Mi cena con Elvira.mp4,0,1294,1294,546.12,833.54,N,1
K1168,Tiny Toons,76 Com-Plucky,P:/TVBoomerang/Series/Tiny Toons/76 Com-Plucky.mp4,0,1311,1311,484.53,866.24,N,1
K1169,Tiny Toons,77 El bulevar Sepulbeda,P:/TVBoomerang/Series/Tiny Toons/77 El bulevar Sepulbeda.mp4,0,1311,1311,480.79,869.56,N,1
K1170,Tiny Toons,78 Llevense a Elvira por favor,P:/TVBoomerang/Series/Tiny Toons/78 Llevense a Elvira por favor.mp4,0,1311,1311,571.02,894.38,N,1
K1171,Tiny Toons,79 Adolecente en conflictos,P:/TVBoomerang/Series/Tiny Toons/79 Adolecente en conflictos.mp4,0,1307,1307,372.58,741.04,N,1
K1172,Tiny Toons,80 Liga de la Justicia de los SuperToons,P:/TVBoomerang/Series/Tiny Toons/80 Liga de la Justicia de los SuperToons.mp4,0,1303,1303,507.22,847.49,N,1
K1173,Tiny Toons,81 Mi brillante venganza,P:/TVBoomerang/Series/Tiny Toons/81 Mi brillante venganza.mp4,0,1307,1307,505.96,904.88,N,1
K1174,Tiny Toons,82 El romance del remolino,P:/TVBoomerang/Series/Tiny Toons/82 El romance del remolino.mp4,0,1312,1312,393.49,822.91,N,1
K1175,Tiny Toons,83 Pulgas en aprietos,P:/TVBoomerang/Series/Tiny Toons/83 Pulgas en aprietos.mp4,0,1312,1312,504.67,914.49,N,1
K1176,Tiny Toons,84 El regreso de BatPato,P:/TVBoomerang/Series/Tiny Toons/84 El regreso de BatPato.mp4,0,1402,1402,497.83,830.26,N,1
K1177,Tiny Toons,85 Los Toons se apoderan,P:/TVBoomerang/Series/Tiny Toons/85 Los Toons se apoderan.mp4,0,1308,1308,374.88,810.8,N,1
K1178,Tiny Toons,86 Espera a que tu padre se vengue,P:/TVBoomerang/Series/Tiny Toons/86 Espera a que tu padre se vengue.mp4,0,1310,1310,514.03,932.32,N,1
K1179,Tiny Toons,87 La ciudad de dos colores,P:/TVBoomerang/Series/Tiny Toons/87 La ciudad de dos colores.mp4,0,1307,1307,476.63,865.77,N,1
K1180,Tiny Toons,88 En linea para el estofado,P:/TVBoomerang/Series/Tiny Toons/88 En linea para el estofado.mp4,0,1308,1308,438.51,737.08,N,1
K1181,Tiny Toons,89 WhashingToons,P:/TVBoomerang/Series/Tiny Toons/89 WhashingToons.mp4,0,1309,1309,349.21,786.54,N,1
K1182,Tiny Toons,90 Toon TV,P:/TVBoomerang/Series/Tiny Toons/90 Toon TV.mp4,0,1308,1308,419.29,908.81,N,1
K1183,Tiny Toons,91 La muerte de la abuela,P:/TVBoomerang/Series/Tiny Toons/91 La muerte de la abuela.mp4,0,1308,1308,525.98,877.63,N,1
K1184,Tiny Toons,92 Ruffee el inestable,P:/TVBoomerang/Series/Tiny Toons/92 Ruffee el inestable.mp4,0,1310,1310,534.53,828.56,N,1
K1185,Tiny Toons,93 La realmente espeluznante pelicula de monstros de Elvira,P:/TVBoomerang/Series/Tiny Toons/93 La realmente espeluznante pelicula de monstros de Elvira.mp4,0,1311,1311,437.75,833.34,N,1
K1186,Tiny Toons,94 Ministro de Golf,P:/TVBoomerang/Series/Tiny Toons/94 Ministro de Golf.mp4,0,1310,1310,567.34,853.38,N,1
K1187,Tiny Toons,95 Comediantes vespertinos,P:/TVBoomerang/Series/Tiny Toons/95 Comediantes vespertinos.mp4,0,1311,1311,356.99,910.66,N,1
K1188,Tiny Toons,96 El pequeño perro perdido,P:/TVBoomerang/Series/Tiny Toons/96 El pequeño perro perdido.mp4,0,1308,1308,485.55,875.02,N,1
K1189,Tiny Toons,97 Comprometiendo al Vicerrector,P:/TVBoomerang/Series/Tiny Toons/97 Comprometiendo al Vicerrector.mp4,0,1286,1286,436.47,784.83,N,1
K1190,Tiny Toons,98 El maravilloso especial de navidad de los Tiny Toons,P:/TVBoomerang/Series/Tiny Toons/98 El maravilloso especial de navidad de los Tiny Toons.mp4,0,1340,1340,635.12,1039.27,N,1
K1191,Un cachorro llamado Scooby Doo,01 El misterio de la bicicleta robada,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/01 El misterio de la bicicleta robada.mp4,0,1360,1360,712.58,0,N,1
K1192,Un cachorro llamado Scooby Doo,02 El misterio del monstruo del centro de la Tierra,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/02 El misterio del monstruo del centro de la Tierra.mp4,0,1346,1346,730.64,0,N,1
K1193,Un cachorro llamado Scooby Doo,03 El misterio del monstruo de queso,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/03 El misterio del monstruo de queso.mp4,0,1350,1350,694.63,0,N,1
K1194,Un cachorro llamado Scooby Doo,04 Un monstruo se ha llevado mi historieta,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/04 Un monstruo se ha llevado mi historieta.mp4,0,1361,1361,665.94,0,N,1
K1195,Un cachorro llamado Scooby Doo,05 Palabras cortas premios grandes,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/05 Palabras cortas premios grandes.mp4,0,1356,1356,757.44,0,N,1
K1196,Un cachorro llamado Scooby Doo,06 La niñera del mas alla,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/06 La niñera del mas alla.mp4,0,1349,1349,722.02,0,N,1
K1197,Un cachorro llamado Scooby Doo,07 Un misterio muy frio,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/07 Un misterio muy frio.mp4,0,1354,1354,706.21,0,N,1
K1198,Un cachorro llamado Scooby Doo,08 El fantasma del museo,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/08 El fantasma del museo.mp4,0,1354,1354,719.92,0,N,1
K1199,Un cachorro llamado Scooby Doo,09 El patinador sin cabeza,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/09 El patinador sin cabeza.mp4,0,1349,1349,698.81,0,N,1
K1200,Un cachorro llamado Scooby Doo,10 Noche de brujas,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/10 Noche de brujas.mp4,0,1355,1355,722.04,0,N,1
K1201,Un cachorro llamado Scooby Doo,11 El monstruo de madera,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/11 El monstruo de madera.mp4,0,1344,1344,712.87,0,N,1
K1202,Un cachorro llamado Scooby Doo,12 El perro nuclear,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/12 El perro nuclear.mp4,0,1350,1350,686.6,0,N,1
K1203,Un cachorro llamado Scooby Doo,13 Luces... Camara... ¡Un monstruo!,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/13 Luces... Camara... ¡Un monstruo!.mp4,0,1348,1348,719.66,0,N,1
K1204,Un cachorro llamado Scooby Doo,14 La maldicion del collar,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/14 La maldicion del collar.mp4,0,1364,1364,742.26,0,N,1
K1205,Un cachorro llamado Scooby Doo,15 El regreso del Comandante Coloso,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/15 El regreso del Comandante Coloso.mp4,0,1368,1368,730.71,0,N,1
K1206,Un cachorro llamado Scooby Doo,16 El fantasma roquero,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/16 El fantasma roquero.mp4,0,1366,1366,738.25,0,N,1
K1207,Un cachorro llamado Scooby Doo,17 Chickenstein vive,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/17 Chickenstein vive.mp4,0,1368,1368,595.91,0,N,1
K1208,Un cachorro llamado Scooby Doo,18 El monstruo de la mansion Doo,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/18 El monstruo de la mansion Doo.mp4,0,1356,1356,788.42,0,N,1
K1209,Un cachorro llamado Scooby Doo,19 Nos invaden las maquinas,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/19 Nos invaden las maquinas.mp4,0,1357,1357,743.23,0,N,1
K1210,Un cachorro llamado Scooby Doo,20 Scooby Doo se va de casa,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/20 Scooby Doo se va de casa.mp4,0,1367,1367,689.42,0,N,1
K1211,Un cachorro llamado Scooby Doo,21 El espectaculo mas grande del mundo,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/21 El espectaculo mas grande del mundo.mp4,0,1366,1366,704.11,0,N,1
K1212,Un cachorro llamado Scooby Doo,22 Las travesuras del molusco andarin,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/22 Las travesuras del molusco andarin.mp4,0,1356,1356,781.62,0,N,1
K1213,Un cachorro llamado Scooby Doo,23 Los locos de la lucha libre,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/23 Los locos de la lucha libre.mp4,0,1369,1369,737.84,0,N,1
K1214,Un cachorro llamado Scooby Doo,24 El horror de la peluca embrujada,P:/TVBoomerang/Series/Un cachorro llamado Scooby Doo/24 El horror de la peluca embrujada.mp4,0,1362,1362,731.06,0,N,1
K1215,Winnie Pooh,01 Pooh Oughta Be in Pictures,P:/TVBoomerang/Series/Winnie Pooh/01 Pooh Oughta Be in Pictures.mp4,0,1355,1355,538.48,0,N,1
K1216,Winnie Pooh,02 Friend In Deed - Donkey for a Day,P:/TVBoomerang/Series/Winnie Pooh/02 Friend In Deed - Donkey for a Day.mp4,0,1364,1364,697.08,0,N,1
K1217,Winnie Pooh,03 Theres No Camp Like Home - Balloonatics,P:/TVBoomerang/Series/Winnie Pooh/03 Theres No Camp Like Home - Balloonatics.mp4,0,1361,1361,693.49,0,N,1
K1218,Winnie Pooh,04 Find Her Keep Her,P:/TVBoomerang/Series/Winnie Pooh/04 Find Her Keep Her.mp4,0,1353,1353,782.74,0,N,1
K1219,Winnie Pooh,05 The Piglet Who Would Be King,P:/TVBoomerang/Series/Winnie Pooh/05 The Piglet Who Would Be King.mp4,0,1351,1351,765.16,0,N,1
K1220,Winnie Pooh,06 Cleanliness is Next to Impossible,P:/TVBoomerang/Series/Winnie Pooh/06 Cleanliness is Next to Impossible.mp4,0,1359,1359,746.21,0,N,1
K1221,Winnie Pooh,07 The Great Honey Pot Robbery,P:/TVBoomerang/Series/Winnie Pooh/07 The Great Honey Pot Robbery.mp4,0,1366,1366,700.51,0,N,1
K1222,Winnie Pooh,08 Stripes - Monkey See Monkey Do Better,P:/TVBoomerang/Series/Winnie Pooh/08 Stripes - Monkey See Monkey Do Better.mp4,0,1362,1362,695.56,0,N,1
K1223,Winnie Pooh,09 Babysitter Blues,P:/TVBoomerang/Series/Winnie Pooh/09 Babysitter Blues.mp4,0,1358,1358,679.82,0,N,1
K1224,Winnie Pooh,10 How Much is That Rabbit in the Window,P:/TVBoomerang/Series/Winnie Pooh/10 How Much is That Rabbit in the Window.mp4,0,1362,1362,695.36,0,N,1
K1225,Winnie Pooh,11 Gone with the Wind - Nothing But the Tooth,P:/TVBoomerang/Series/Winnie Pooh/11 Gone with the Wind - Nothing But the Tooth.mp4,0,1358,1358,624.33,0,N,1
K1226,Winnie Pooh,12 Paw and Order,P:/TVBoomerang/Series/Winnie Pooh/12 Paw and Order.mp4,0,1367,1367,699.66,0,N,1
